customer_id;plan_id;signup_date;termination_date;percentage_discount
C251338;PLN004;43346;43711;0.00
C275448;PLN003;43346;43711;0.00
C362167;PLN003;43346;43711;0.00
C39247;PLN004;43346;43711;0.00
C162309;PLN006;43376;43741;0.00
C181836;PLN002;43376;;0.00
C263535;PLN003;43376;43741;0.00
C151555;PLN006;43407;43772;0.07
C218929;PLN004;43407;43772;0.00
C330902;PLN004;43407;43772;0.00
C328066;PLN003;43437;43802;0.00
C397927;PLN002;43437;;0.00
C139194;PLN005;43172;43537;0.00
C250145;PLN001;43172;;0.09
C336142;PLN006;43172;43537;0.00
C381167;PLN005;43172;43537;0.00
C392021;PLN003;43172;43537;0.00
C229859;PLN006;43173;43538;0.00
C254679;PLN003;43173;43538;0.05
C414120;PLN004;43173;43538;0.00
C394299;PLN006;43174;43539;0.00
C117936;PLN004;43175;43540;0.00
C176362;PLN004;43175;43540;0.00
C440745;PLN002;43175;;0.00
C241651;PLN005;43176;43541;0.00
C298623;PLN006;43176;43541;0.00
C140184;PLN005;43177;43542;0.00
C261179;PLN004;43177;43542;0.00
C304992;PLN006;43177;43542;0.06
C325594;PLN003;43177;43542;0.00
C367128;PLN001;43177;;0.00
C384560;PLN006;43177;43542;0.08
C176680;PLN005;43178;43543;0.00
C21369;PLN003;43178;43543;0.00
C317526;PLN004;43178;43543;0.00
C403554;PLN001;43178;;0.00
C435984;PLN006;43178;43543;0.00
C204750;PLN003;43179;43544;0.00
C22034;PLN001;43179;;0.06
C290501;PLN004;43179;43544;0.00
C340592;PLN001;43179;;0.00
C228867;PLN004;43180;43545;0.00
C378647;PLN005;43180;43545;0.00
C414292;PLN006;43180;43545;0.05
C186912;PLN002;43181;;0.09
C322599;PLN006;43181;43546;0.00
C441988;PLN001;43181;;0.00
C457510;PLN004;43181;43546;0.00
C145111;PLN001;43182;;0.00
C264271;PLN003;43182;43547;0.00
C447367;PLN006;43182;43547;0.00
C137861;PLN006;43183;43548;0.08
C146394;PLN004;43183;43548;0.00
C176370;PLN006;43183;43548;0.00
C317806;PLN003;43183;43548;0.00
C456040;PLN003;43183;43548;0.09
C457449;PLN006;43183;43548;0.00
C274856;PLN004;43184;43549;0.00
C289366;PLN006;43184;43549;0.00
C141320;PLN002;43185;;0.00
C282901;PLN004;43185;43550;0.00
C191681;PLN004;43186;43551;0.00
C219265;PLN005;43186;43551;0.00
C367777;PLN003;43186;43551;0.00
C252587;PLN004;43187;43552;0.00
C263472;PLN006;43187;43552;0.00
C364888;PLN005;43187;43552;0.07
C215890;PLN004;43188;43553;0.00
C222804;PLN004;43188;43553;0.00
C168591;PLN001;43189;;0.00
C177282;PLN003;43189;43554;0.00
C205397;PLN005;43189;43554;0.00
C228939;PLN006;43189;43554;0.00
C297588;PLN003;43189;43554;0.00
C307975;PLN005;43189;43554;0.00
C133696;PLN003;43190;43555;0.00
C228271;PLN001;43190;;0.00
C257660;PLN003;43190;43555;0.00
C350533;PLN006;43190;43555;0.00
C400435;PLN005;43190;43555;0.00
C136692;PLN005;43104;43469;0.00
C155418;PLN003;43104;43469;0.00
C163645;PLN001;43104;;0.00
C181329;PLN001;43104;;0.00
C231865;PLN003;43104;43469;0.00
C256845;PLN001;43104;;0.00
C385776;PLN004;43104;43469;0.00
C11065;PLN004;43135;43500;0.00
C118335;PLN004;43135;43500;0.00
C212416;PLN006;43135;43500;0.00
C215220;PLN006;43135;43500;0.00
C320248;PLN002;43135;;0.00
C379502;PLN005;43135;43500;0.04
C451062;PLN004;43135;43500;0.00
C174191;PLN006;43163;43528;0.00
C24411;PLN001;43163;;0.00
C27286;PLN003;43163;43528;0.00
C304984;PLN006;43163;43528;0.00
C435380;PLN003;43163;43528;0.00
C443242;PLN004;43163;43528;0.00
C387601;PLN004;43194;43559;0.00
C419167;PLN005;43194;43559;0.09
C435319;PLN003;43194;43559;0.00
C225364;PLN005;43224;43589;0.00
C296623;PLN005;43224;43589;0.00
C372658;PLN004;43224;43589;0.00
C38949;PLN003;43224;43589;0.05
C408710;PLN002;43224;;0.00
C421164;PLN003;43224;43589;0.00
C409710;PLN004;43255;43620;0.00
C100843;PLN005;43285;43650;0.00
C27974;PLN005;43285;43650;0.00
C324875;PLN005;43285;43650;0.00
C459019;PLN003;43285;43650;0.00
C130724;PLN002;43316;;0.00
C190290;PLN003;43316;43681;0.00
C225190;PLN001;43316;;0.00
C287172;PLN006;43316;43681;0.00
C292736;PLN002;43316;;0.00
C26851;PLN001;43347;;0.05
C368808;PLN004;43347;43712;0.00
C392466;PLN006;43347;43712;0.00
C160633;PLN003;43377;43742;0.00
C179461;PLN001;43377;;0.00
C324770;PLN006;43377;43742;0.00
C334975;PLN002;43377;;0.00
C345959;PLN005;43377;43742;0.00
C387551;PLN005;43408;43773;0.00
C121520;PLN001;43438;;0.00
C418342;PLN005;43438;43803;0.00
C451724;PLN005;43438;43803;0.00
C373905;PLN004;43203;43568;0.00
C425304;PLN001;43203;;0.00
C210859;PLN004;43204;43569;0.10
C305488;PLN006;43204;43569;0.00
C399593;PLN003;43204;43569;0.00
C415994;PLN005;43204;43569;0.00
C232089;PLN003;43205;43570;0.00
C403554;PLN004;43205;43570;0.08
C302401;PLN005;43206;43571;0.00
C129249;PLN005;43207;43572;0.00
C135784;PLN001;43207;;0.00
C21163;PLN003;43207;43572;0.00
C387586;PLN003;43207;43572;0.00
C242718;PLN004;43208;43573;0.00
C383611;PLN002;43208;;0.02
C438644;PLN003;43208;43573;0.00
C148129;PLN002;43209;;0.00
C23998;PLN006;43209;43574;0.00
C391235;PLN003;43209;43574;0.00
C113020;PLN001;43210;;0.00
C22034;PLN004;43210;43575;0.00
C228511;PLN006;43210;43575;0.00
C250658;PLN006;43210;43575;0.00
C316373;PLN005;43210;43575;0.00
C346919;PLN001;43210;;0.00
C14398;PLN001;43211;;0.00
C149514;PLN001;43211;;0.08
C335005;PLN006;43211;43576;0.00
C38676;PLN002;43211;;0.00
C393557;PLN003;43211;43576;0.00
C420143;PLN002;43211;;0.00
C191507;PLN003;43212;43577;0.00
C217768;PLN006;43212;43577;0.00
C223769;PLN002;43212;;0.00
C195838;PLN004;43213;43578;0.00
C391525;PLN001;43213;;0.00
C197196;PLN001;43214;;0.00
C118434;PLN004;43215;43580;0.00
C166030;PLN001;43215;;0.00
C331270;PLN004;43216;43581;0.00
C444062;PLN001;43216;;0.00
C292552;PLN005;43217;43582;0.00
C301846;PLN003;43217;43582;0.09
C337645;PLN006;43217;43582;0.00
C413417;PLN003;43217;43582;0.00
C128890;PLN001;43218;;0.00
C153397;PLN004;43218;43583;0.00
C246821;PLN001;43219;;0.00
C378854;PLN004;43219;43584;0.00
C40098;PLN004;43219;43584;0.00
C41388;PLN005;43219;43584;0.00
C203668;PLN005;43220;43585;0.10
C258684;PLN005;43220;43585;0.00
C319606;PLN003;43220;43585;0.00
C324349;PLN004;43220;43585;0.00
C103398;PLN004;43105;43470;0.00
C186524;PLN004;43105;43470;0.00
C415915;PLN002;43105;;0.00
C437021;PLN002;43105;;0.00
C214876;PLN004;43136;43501;0.00
C312288;PLN005;43136;43501;0.00
C33443;PLN006;43136;43501;0.03
C235812;PLN005;43164;43529;0.00
C317012;PLN003;43164;43529;0.00
C156437;PLN002;43195;;0.00
C158290;PLN002;43195;;0.03
C17627;PLN006;43195;43560;0.00
C233343;PLN002;43195;;0.00
C281117;PLN005;43195;43560;0.03
C375206;PLN001;43195;;0.00
C172603;PLN006;43225;43590;0.00
C321980;PLN003;43225;43590;0.00
C332592;PLN003;43225;43590;0.00
C338542;PLN004;43225;43590;0.00
C36295;PLN005;43225;43590;0.00
C148772;PLN003;43256;43621;0.00
C160729;PLN004;43256;43621;0.00
C242587;PLN005;43256;43621;0.00
C250416;PLN004;43256;43621;0.02
C323469;PLN006;43256;43621;0.00
C347166;PLN001;43256;;0.00
C402562;PLN004;43256;43621;0.00
C192224;PLN003;43286;43651;0.00
C148847;PLN004;43317;43682;0.00
C159119;PLN001;43317;;0.00
C17865;PLN001;43348;;0.00
C260309;PLN002;43348;;0.00
C450847;PLN001;43348;;0.00
C207724;PLN003;43378;43743;0.00
C321928;PLN003;43378;43743;0.00
C362227;PLN003;43378;43743;0.00
C131891;PLN004;43409;43774;0.00
C349060;PLN005;43409;43774;0.00
C41521;PLN002;43409;;0.00
C44276;PLN001;43409;;0.00
C211728;PLN006;43439;43804;0.00
C31476;PLN005;43439;43804;0.00
C344835;PLN005;43439;43804;0.00
C382904;PLN001;43439;;0.00
C376653;PLN001;43233;;0.00
C129570;PLN005;43234;43599;0.00
C162309;PLN005;43234;43599;0.00
C176326;PLN002;43234;;0.00
C226308;PLN005;43234;43599;0.00
C420445;PLN004;43234;43599;0.00
C436580;PLN003;43234;43599;0.00
C169025;PLN001;43235;;0.00
C241390;PLN006;43235;43600;0.00
C406331;PLN001;43235;;0.06
C413712;PLN001;43235;;0.00
C214786;PLN003;43236;43601;0.00
C34079;PLN006;43236;43601;0.00
C455374;PLN004;43236;43601;0.00
C186937;PLN004;43237;43602;0.00
C410473;PLN004;43237;43602;0.00
C268218;PLN002;43238;;0.01
C281388;PLN002;43238;;0.10
C226312;PLN005;43239;43604;0.00
C245831;PLN004;43239;43604;0.00
C258111;PLN006;43239;43604;0.00
C331826;PLN005;43239;43604;0.00
C419871;PLN005;43239;43604;0.00
C438953;PLN003;43239;43604;0.00
C125201;PLN006;43240;43605;0.00
C156945;PLN004;43240;43605;0.00
C259248;PLN002;43240;;0.00
C286213;PLN005;43240;43605;0.00
C345553;PLN006;43240;43605;0.00
C403180;PLN002;43240;;0.00
C162979;PLN004;43241;43606;0.00
C320480;PLN005;43241;43606;0.00
C361461;PLN005;43241;43606;0.06
C112208;PLN003;43242;43607;0.00
C321158;PLN001;43242;;0.00
C327243;PLN003;43242;43607;0.00
C100649;PLN002;43243;;0.00
C111905;PLN001;43243;;0.00
C162501;PLN006;43243;43608;0.00
C345959;PLN002;43243;;0.00
C18738;PLN006;43244;43609;0.00
C299269;PLN005;43244;43609;0.00
C359583;PLN001;43244;;0.00
C290968;PLN005;43245;43610;0.00
C335775;PLN006;43245;43610;0.00
C37456;PLN004;43245;43610;0.00
C246318;PLN004;43246;43611;0.00
C35363;PLN004;43246;43611;0.08
C416497;PLN003;43246;43611;0.00
C115822;PLN006;43247;43612;0.00
C265985;PLN003;43247;43612;0.00
C311132;PLN005;43247;43612;0.10
C339603;PLN003;43247;43612;0.00
C345835;PLN006;43247;43612;0.00
C389948;PLN001;43247;;0.00
C40388;PLN003;43247;43612;0.00
C244960;PLN004;43248;43613;0.00
C283070;PLN003;43248;43613;0.00
C356286;PLN001;43248;;0.00
C392466;PLN004;43248;43613;0.09
C39565;PLN006;43249;43614;0.00
C339307;PLN006;43250;43615;0.00
C362264;PLN001;43250;;0.00
C150954;PLN003;43251;43616;0.00
C303253;PLN002;43251;;0.00
C326615;PLN005;43251;43616;0.00
C352356;PLN005;43251;43616;0.00
C353072;PLN003;43251;43616;0.00
C129024;PLN003;43106;43471;0.00
C169333;PLN006;43106;43471;0.00
C40085;PLN003;43106;43471;0.00
C413954;PLN003;43106;43471;0.00
C339773;PLN002;43137;;0.00
C292856;PLN006;43165;43530;0.00
C438013;PLN002;43165;;0.00
C194138;PLN006;43196;43561;0.00
C453855;PLN002;43196;;0.00
C101453;PLN006;43226;43591;0.00
C387327;PLN001;43226;;0.00
C445492;PLN003;43226;43591;0.00
C157651;PLN006;43257;43622;0.00
C231959;PLN003;43257;43622;0.00
C236702;PLN004;43257;43622;0.00
C360966;PLN004;43257;43622;0.00
C11962;PLN005;43287;43652;0.00
C244755;PLN006;43287;43652;0.00
C152406;PLN005;43318;43683;0.00
C222615;PLN003;43318;43683;0.00
C245209;PLN002;43318;;0.00
C211873;PLN006;43349;43714;0.00
C395657;PLN005;43349;43714;0.00
C207816;PLN005;43379;43744;0.00
C343903;PLN001;43379;;0.00
C372155;PLN004;43379;43744;0.00
C202542;PLN004;43410;43775;0.00
C221041;PLN005;43410;43775;0.00
C286518;PLN004;43410;43775;0.00
C173427;PLN006;43440;43805;0.00
C255504;PLN006;43440;43805;0.00
C366555;PLN002;43440;;0.00
C380328;PLN006;43440;43805;0.00
C389585;PLN004;43440;43805;0.00
C392341;PLN001;43440;;0.00
C37270;PLN005;43264;43629;0.00
C434967;PLN002;43264;;0.00
C129607;PLN004;43265;43630;0.00
C260029;PLN004;43265;43630;0.00
C314802;PLN003;43265;43630;0.00
C329355;PLN006;43265;43630;0.00
C135976;PLN001;43266;;0.00
C304110;PLN004;43266;43631;0.00
C180077;PLN006;43267;43632;0.00
C241107;PLN001;43267;;0.00
C261725;PLN004;43267;43632;0.00
C26485;PLN005;43267;43632;0.00
C31687;PLN004;43267;43632;0.00
C374238;PLN006;43267;43632;0.00
C381185;PLN004;43267;43632;0.00
C396103;PLN005;43267;43632;0.04
C320775;PLN004;43268;43633;0.00
C323540;PLN005;43268;43633;0.00
C40732;PLN003;43268;43633;0.00
C121995;PLN004;43269;43634;0.00
C261531;PLN002;43269;;0.00
C31843;PLN005;43269;43634;0.00
C330839;PLN006;43269;43634;0.00
C454778;PLN001;43269;;0.00
C128697;PLN006;43270;43635;0.00
C261179;PLN002;43270;;0.00
C264118;PLN005;43270;43635;0.00
C275417;PLN002;43270;;0.06
C441388;PLN001;43270;;0.00
C243717;PLN006;43271;43636;0.09
C245872;PLN003;43271;43636;0.00
C252318;PLN001;43271;;0.00
C12223;PLN005;43272;43637;0.00
C182697;PLN003;43272;43637;0.00
C403679;PLN002;43272;;0.00
C182697;PLN005;43273;43638;0.08
C339394;PLN004;43274;43639;0.05
C356609;PLN006;43274;43639;0.00
C386842;PLN002;43274;;0.01
C400314;PLN006;43274;43639;0.00
C264852;PLN005;43275;43640;0.00
C101555;PLN001;43276;;0.00
C118735;PLN004;43276;43641;0.00
C17115;PLN001;43276;;0.02
C449745;PLN003;43276;43641;0.03
C109150;PLN005;43277;43642;0.00
C31428;PLN002;43277;;0.09
C328462;PLN005;43277;43642;0.00
C418550;PLN003;43277;43642;0.02
C354997;PLN006;43278;43643;0.09
C361036;PLN004;43278;43643;0.00
C4199;PLN003;43278;43643;0.00
C457647;PLN005;43278;43643;0.00
C12497;PLN006;43279;43644;0.00
C245613;PLN003;43279;43644;0.00
C286443;PLN001;43279;;0.00
C314853;PLN005;43279;43644;0.00
C341158;PLN003;43279;43644;0.00
C43777;PLN004;43279;43644;0.00
C192779;PLN004;43280;43645;0.00
C231573;PLN001;43280;;0.02
C366743;PLN004;43280;43645;0.05
C369001;PLN006;43280;43645;0.00
C390182;PLN005;43280;43645;0.08
C405208;PLN005;43280;43645;0.00
C205366;PLN006;43281;43646;0.05
C375556;PLN001;43281;;0.00
C415510;PLN004;43281;43646;0.00
C146835;PLN004;43107;43472;0.00
C171287;PLN006;43107;43472;0.00
C219038;PLN006;43107;43472;0.00
C280217;PLN006;43107;43472;0.10
C429721;PLN003;43107;43472;0.00
C391888;PLN002;43138;;0.00
C110858;PLN004;43166;43531;0.00
C192623;PLN001;43197;;0.00
C245245;PLN006;43197;43562;0.00
C331892;PLN003;43197;43562;0.00
C429099;PLN003;43197;43562;0.00
C246272;PLN002;43227;;0.00
C329336;PLN005;43227;43592;0.00
C43014;PLN001;43227;;0.00
C221720;PLN004;43258;43623;0.02
C223339;PLN006;43258;43623;0.00
C247344;PLN001;43258;;0.00
C261019;PLN001;43258;;0.00
C26441;PLN002;43258;;0.00
C319427;PLN005;43258;43623;0.01
C355286;PLN001;43258;;0.00
C100438;PLN003;43288;43653;0.00
C25717;PLN006;43288;43653;0.00
C285224;PLN003;43288;43653;0.00
C296026;PLN003;43288;43653;0.00
C348568;PLN003;43288;43653;0.00
C358268;PLN004;43288;43653;0.06
C40388;PLN003;43288;43653;0.00
C434332;PLN006;43288;43653;0.00
C149535;PLN002;43319;;0.00
C12801;PLN002;43350;;0.00
C226732;PLN006;43350;43715;0.00
C365499;PLN001;43350;;0.00
C103633;PLN001;43380;;0.00
C191794;PLN003;43380;43745;0.00
C276233;PLN003;43380;43745;0.00
C295127;PLN004;43380;43745;0.00
C161987;PLN002;43411;;0.08
C239851;PLN006;43411;43776;0.00
C273734;PLN004;43411;43776;0.00
C393918;PLN006;43411;43776;0.00
C408575;PLN001;43411;;0.00
C159414;PLN006;43441;43806;0.00
C295873;PLN003;43441;43806;0.00
C125454;PLN005;43294;43659;0.00
C127091;PLN002;43294;;0.00
C153795;PLN004;43294;43659;0.00
C218932;PLN003;43294;43659;0.00
C263322;PLN001;43294;;0.00
C323554;PLN005;43294;43659;0.00
C435463;PLN006;43294;43659;0.09
C214756;PLN001;43295;;0.00
C41734;PLN003;43295;43660;0.00
C234711;PLN002;43296;;0.00
C413412;PLN005;43296;43661;0.00
C440794;PLN001;43296;;0.00
C142354;PLN001;43297;;0.00
C15437;PLN005;43297;43662;0.00
C304867;PLN004;43297;43662;0.00
C354650;PLN004;43297;43662;0.00
C147121;PLN004;43298;43663;0.00
C186843;PLN002;43298;;0.00
C418555;PLN003;43298;43663;0.00
C431840;PLN006;43298;43663;0.00
C437146;PLN004;43298;43663;0.00
C453302;PLN003;43298;43663;0.00
C129477;PLN002;43299;;0.00
C365642;PLN003;43301;43666;0.00
C125327;PLN004;43302;43667;0.00
C222615;PLN004;43302;43667;0.10
C13422;PLN003;43303;43668;0.00
C350092;PLN001;43303;;0.00
C381017;PLN004;43303;43668;0.00
C397778;PLN002;43303;;0.01
C220246;PLN005;43304;43669;0.00
C128796;PLN006;43305;43670;0.00
C196735;PLN006;43305;43670;0.00
C236802;PLN006;43305;43670;0.00
C291461;PLN003;43305;43670;0.00
C427576;PLN005;43305;43670;0.00
C11456;PLN005;43306;43671;0.00
C223184;PLN002;43306;;0.00
C21975;PLN006;43307;43672;0.00
C287960;PLN005;43307;43672;0.00
C304975;PLN001;43308;;0.00
C363477;PLN001;43308;;0.00
C430050;PLN004;43308;43673;0.00
C431998;PLN005;43308;43673;0.00
C136508;PLN004;43310;43675;0.00
C247983;PLN002;43310;;0.00
C221777;PLN002;43311;;0.00
C437714;PLN006;43311;43676;0.00
C176898;PLN003;43312;43677;0.00
C317191;PLN002;43312;;0.10
C37637;PLN003;43312;43677;0.00
C39139;PLN004;43312;43677;0.02
C383038;PLN002;43108;;0.00
C410158;PLN005;43108;43473;0.09
C146427;PLN003;43139;43504;0.00
C154483;PLN001;43139;;0.00
C26072;PLN001;43139;;0.00
C319290;PLN003;43139;43504;0.00
C386137;PLN004;43139;43504;0.00
C167054;PLN004;43167;43532;0.00
C349244;PLN004;43167;43532;0.00
C40626;PLN004;43167;43532;0.00
C449575;PLN003;43167;43532;0.00
C457992;PLN003;43167;43532;0.00
C258889;PLN006;43198;43563;0.00
C267290;PLN003;43198;43563;0.00
C420447;PLN004;43198;43563;0.00
C45496;PLN005;43198;43563;0.00
C206538;PLN001;43228;;0.00
C236786;PLN001;43228;;0.00
C278281;PLN006;43228;43593;0.00
C341776;PLN003;43228;43593;0.00
C345120;PLN006;43228;43593;0.00
C204763;PLN003;43259;43624;0.06
C322078;PLN002;43259;;0.00
C324770;PLN005;43259;43624;0.00
C118813;PLN004;43289;43654;0.00
C273654;PLN001;43289;;0.00
C307272;PLN003;43289;43654;0.00
C392386;PLN002;43289;;0.00
C426739;PLN006;43289;43654;0.00
C231573;PLN004;43351;43716;0.00
C287960;PLN003;43351;43716;0.00
C295136;PLN006;43351;43716;0.00
C330256;PLN004;43351;43716;0.00
C366725;PLN001;43351;;0.10
C208067;PLN003;43412;43777;0.00
C303508;PLN002;43412;;0.01
C411913;PLN003;43412;43777;0.00
C413659;PLN003;43412;43777;0.00
C212452;PLN002;43442;;0.00
C284680;PLN004;43442;43807;0.00
C152406;PLN001;43325;;0.00
C246076;PLN002;43325;;0.00
C283555;PLN006;43325;43690;0.00
C314095;PLN005;43325;43690;0.00
C13652;PLN006;43326;43691;0.00
C163645;PLN003;43326;43691;0.02
C193425;PLN004;43326;43691;0.00
C263387;PLN005;43326;43691;0.00
C272096;PLN001;43326;;0.00
C140226;PLN002;43327;;0.00
C221294;PLN006;43327;43692;0.00
C110838;PLN006;43328;43693;0.00
C162714;PLN005;43328;43693;0.04
C218708;PLN003;43328;43693;0.01
C35933;PLN005;43328;43693;0.00
C164635;PLN005;43329;43694;0.00
C171845;PLN003;43329;43694;0.00
C248348;PLN005;43329;43694;0.00
C169535;PLN006;43330;43695;0.00
C195026;PLN002;43330;;0.00
C212473;PLN003;43330;43695;0.00
C355954;PLN005;43330;43695;0.00
C11456;PLN004;43331;43696;0.00
C358996;PLN006;43331;43696;0.00
C258744;PLN006;43332;43697;0.00
C262362;PLN001;43332;;0.00
C382900;PLN001;43332;;0.00
C189162;PLN003;43333;43698;0.00
C273420;PLN001;43333;;0.00
C352614;PLN001;43334;;0.00
C157617;PLN001;43335;;0.00
C170291;PLN005;43335;43700;0.00
C221254;PLN005;43335;43700;0.00
C311717;PLN004;43335;43700;0.00
C340257;PLN004;43335;43700;0.00
C343361;PLN005;43335;43700;0.00
C361046;PLN001;43335;;0.00
C188285;PLN001;43336;;0.05
C226085;PLN005;43336;43701;0.00
C252788;PLN006;43336;43701;0.00
C413412;PLN006;43336;43701;0.00
C426916;PLN005;43336;43701;0.00
C199994;PLN006;43337;43702;0.00
C275711;PLN005;43337;43702;0.00
C355019;PLN006;43337;43702;0.08
C37401;PLN006;43337;43702;0.00
C430772;PLN002;43337;;0.00
C263406;PLN003;43338;43703;0.08
C279841;PLN001;43338;;0.00
C281001;PLN004;43338;43703;0.00
C127933;PLN004;43339;43704;0.00
C409137;PLN004;43339;43704;0.04
C161678;PLN003;43340;43705;0.00
C22001;PLN001;43340;;0.05
C118175;PLN006;43341;43706;0.00
C184640;PLN003;43341;43706;0.00
C202835;PLN004;43341;43706;0.00
C374371;PLN005;43341;43706;0.00
C394787;PLN005;43341;43706;0.00
C231048;PLN004;43342;43707;0.05
C239632;PLN004;43342;43707;0.07
C261531;PLN006;43342;43707;0.00
C152082;PLN006;43343;43708;0.00
C162309;PLN002;43343;;0.00
C362264;PLN004;43343;43708;0.00
C141009;PLN002;43109;;0.00
C308886;PLN003;43109;43474;0.00
C37049;PLN006;43140;43505;0.00
C118929;PLN003;43168;43533;0.00
C166011;PLN002;43168;;0.07
C192779;PLN006;43168;43533;0.00
C233954;PLN003;43168;43533;0.00
C39534;PLN006;43168;43533;0.00
C447611;PLN005;43168;43533;0.00
C100803;PLN001;43199;;0.00
C310899;PLN004;43199;43564;0.00
C452784;PLN003;43199;43564;0.05
C188029;PLN003;43260;43625;0.00
C309181;PLN002;43260;;0.00
C318437;PLN004;43260;43625;0.00
C141564;PLN005;43290;43655;0.00
C155915;PLN003;43290;43655;0.00
C171134;PLN001;43290;;0.00
C32072;PLN003;43290;43655;0.00
C336142;PLN005;43290;43655;0.03
C371748;PLN004;43290;43655;0.00
C417119;PLN005;43290;43655;0.00
C404624;PLN006;43321;43686;0.03
C418633;PLN002;43321;;0.00
C192246;PLN003;43352;43717;0.00
C314789;PLN001;43352;;0.00
C38187;PLN001;43352;;0.00
C223617;PLN003;43382;43747;0.00
C390045;PLN001;43382;;0.00
C177998;PLN003;43413;43778;0.00
C226648;PLN004;43413;43778;0.00
C33428;PLN005;43413;43778;0.00
C395641;PLN006;43413;43778;0.00
C228024;PLN003;43356;43721;0.00
C364332;PLN003;43356;43721;0.00
C382253;PLN005;43356;43721;0.00
C409657;PLN006;43356;43721;0.00
C175258;PLN004;43357;43722;0.10
C268966;PLN005;43357;43722;0.00
C314797;PLN005;43357;43722;0.00
C351312;PLN006;43357;43722;0.00
C20945;PLN001;43358;;0.08
C331653;PLN004;43358;43723;0.00
C447041;PLN002;43358;;0.00
C10468;PLN005;43359;43724;0.03
C246318;PLN006;43359;43724;0.00
C357679;PLN006;43359;43724;0.00
C109011;PLN002;43360;;0.00
C283181;PLN003;43360;43725;0.00
C300982;PLN006;43360;43725;0.01
C322849;PLN003;43360;43725;0.00
C367767;PLN006;43360;43725;0.10
C369068;PLN001;43360;;0.00
C11271;PLN006;43361;43726;0.10
C202923;PLN006;43361;43726;0.00
C28447;PLN005;43361;43726;0.00
C125286;PLN001;43362;;0.10
C149353;PLN002;43362;;0.00
C204763;PLN006;43362;43727;0.00
C243120;PLN005;43362;43727;0.00
C313655;PLN004;43362;43727;0.00
C415994;PLN003;43362;43727;0.00
C110218;PLN002;43363;;0.00
C149776;PLN006;43363;43728;0.00
C285601;PLN002;43363;;0.00
C328010;PLN003;43363;43728;0.00
C413412;PLN001;43363;;0.03
C418088;PLN002;43363;;0.00
C129255;PLN006;43364;43729;0.01
C160425;PLN001;43364;;0.00
C281448;PLN004;43364;43729;0.00
C414191;PLN006;43364;43729;0.00
C414964;PLN003;43364;43729;0.00
C142862;PLN006;43365;43730;0.00
C137237;PLN004;43366;43731;0.00
C215659;PLN006;43366;43731;0.00
C308211;PLN002;43366;;0.00
C36185;PLN003;43366;43731;0.00
C368433;PLN002;43366;;0.00
C380081;PLN005;43366;43731;0.00
C387926;PLN006;43366;43731;0.00
C413569;PLN003;43366;43731;0.00
C116858;PLN004;43367;43732;0.00
C117760;PLN005;43367;43732;0.00
C36821;PLN006;43367;43732;0.00
C187012;PLN005;43368;43733;0.00
C192886;PLN004;43368;43733;0.00
C239090;PLN006;43368;43733;0.10
C297459;PLN004;43368;43733;0.00
C304867;PLN003;43368;43733;0.00
C313833;PLN005;43368;43733;0.00
C139995;PLN003;43369;43734;0.00
C167673;PLN003;43369;43734;0.00
C178034;PLN002;43369;;0.00
C4492;PLN005;43369;43734;0.00
C135559;PLN004;43370;43735;0.00
C224791;PLN005;43370;43735;0.00
C382656;PLN003;43370;43735;0.00
C157166;PLN003;43371;43736;0.00
C176947;PLN001;43371;;0.00
C346672;PLN002;43371;;0.00
C229425;PLN005;43372;43737;0.00
C308946;PLN005;43372;43737;0.00
C140722;PLN004;43373;43738;0.00
C166436;PLN003;43373;43738;0.00
C170193;PLN004;43373;43738;0.00
C29002;PLN005;43373;43738;0.00
C324839;PLN002;43373;;0.00
C358414;PLN005;43373;43738;0.00
C370378;PLN006;43373;43738;0.00
C417558;PLN003;43110;43475;0.00
C140028;PLN002;43141;;0.00
C201831;PLN003;43141;43506;0.00
C298679;PLN002;43169;;0.04
C308174;PLN001;43169;;0.01
C277242;PLN006;43200;43565;0.00
C313888;PLN004;43200;43565;0.08
C109150;PLN004;43230;43595;0.00
C122875;PLN005;43230;43595;0.00
C126390;PLN003;43230;43595;0.00
C157693;PLN004;43230;43595;0.00
C28409;PLN002;43230;;0.00
C367759;PLN002;43230;;0.00
C372482;PLN003;43230;43595;0.00
C441595;PLN005;43230;43595;0.00
C261370;PLN004;43261;43626;0.00
C280692;PLN004;43261;43626;0.00
C307272;PLN002;43261;;0.00
C423924;PLN005;43261;43626;0.00
C206654;PLN005;43291;43656;0.00
C319668;PLN005;43291;43656;0.00
C453929;PLN004;43291;43656;0.00
C310077;PLN005;43322;43687;0.00
C335916;PLN003;43322;43687;0.00
C451708;PLN003;43322;43687;0.08
C181308;PLN004;43353;43718;0.00
C19492;PLN001;43353;;0.00
C375559;PLN002;43353;;0.10
C165683;PLN001;43383;;0.00
C198316;PLN002;43383;;0.00
C258329;PLN001;43383;;0.00
C37301;PLN006;43383;43748;0.00
C198483;PLN006;43414;43779;0.00
C318542;PLN006;43414;43779;0.00
C345218;PLN002;43414;;0.04
C406450;PLN005;43414;43779;0.00
C414080;PLN006;43444;43809;0.00
C28036;PLN004;43386;43751;0.05
C31867;PLN002;43386;;0.00
C350090;PLN002;43386;;0.00
C196215;PLN001;43387;;0.00
C216197;PLN001;43387;;0.03
C438655;PLN003;43387;43752;0.02
C454950;PLN004;43387;43752;0.04
